Ê—“‘,«Ã „«⁄Ì,«œ» Ê Â‰—,”Ì«”Ì,«ﬁ ’«œ
0,2,0,1,1
25,67,5,22,58
12,150,12,138,151
0,1,0,0,0
0,1,2,1,3
0,1,0,0,0
0,0,0,0,1
2,0,0,0,0
0,3,1,0,0
2,11,1,1,18
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
0,0,0,0,1
0,3,0,0,0
1,5,1,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,1,0,0,0
32,0,0,0,0
0,1,1,0,0
9,41,21,44,10
0,0,0,1,0
0,0,0,1,0
0,0,1,0,1
4,0,0,0,0
1,0,0,0,0
0,0,0,0,1
1,3,6,5,47
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
1,1,2,0,0
0,0,1,0,0
1,0,0,0,0
0,1,0,0,30
1,6,0,1,0
0,0,1,0,0
4,3,10,1,1
0,0,0,1,0
3,3,2,1,2
2,0,0,1,0
1,0,0,0,0
0,0,0,0,1
0,1,0,0,0
0,0,4,0,0
0,0,0,3,0
1,0,0,4,0
0,8,3,15,1
0,0,1,0,0
5,0,0,0,0
0,1,0,0,1
0,2,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,2,0,0,0
2,1,0,9,4
6,0,0,0,0
0,0,0,1,0
27,78,19,41,18
0,2,0,0,0
1,0,0,0,0
0,0,0,4,1
0,7,0,1,0
2,2,1,7,0
0,0,1,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
0,0,0,0,1
2,1,1,0,0
0,1,0,0,0
0,0,0,1,0
13,10,6,2,5
9,88,26,27,18
0,0,0,1,0
0,3,1,2,0
1,0,0,0,0
0,0,0,1,1
0,1,0,0,0
4,22,5,4,0
0,1,0,0,0
0,1,0,0,0
0,0,2,0,0
0,2,0,0,0
0,1,0,0,0
6,0,0,2,3
2,0,0,0,0
0,1,0,0,0
1,6,2,0,0
0,1,0,0,0
0,3,1,0,1
0,16,0,0,0
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
94,57,41,76,40
0,4,0,1,0
0,0,0,3,0
1,1,0,2,1
1,7,4,0,2
0,0,0,1,7
0,1,0,0,0
1,0,0,0,0
1,0,1,1,1
0,0,0,1,0
1,0,0,0,0
0,2,0,0,0
0,2,0,0,18
1,0,0,0,0
0,1,0,2,0
0,4,10,1,0
0,1,0,0,0
0,1,0,7,0
1,21,0,2,9
0,1,0,0,0
0,39,5,19,9
0,1,0,0,4
2,21,2,10,3
2,0,0,0,1
0,0,1,0,0
0,0,5,0,0
0,0,0,0,11
0,0,0,0,1
0,1,0,0,0
0,5,1,0,0
0,0,0,0,1
0,1,0,0,0
1,5,0,4,0
0,0,0,4,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
1,0,0,0,0
1,0,0,1,0
2,0,0,0,0
0,0,1,0,0
1,0,0,0,0
1,3,4,3,0
0,0,0,1,0
28,155,23,41,15
0,0,1,0,0
1,0,0,2,1
57,47,11,22,8
0,2,0,0,1
1,1,0,0,0
3,0,0,2,1
0,0,0,1,0
1,0,0,1,0
0,0,1,1,2
0,0,1,0,0
101,248,55,185,232
9,19,43,8,0
0,0,1,0,0
0,0,2,0,0
3,8,8,6,2
0,5,0,0,0
0,0,1,0,0
5,0,0,0,0
1,1,0,2,0
0,1,0,0,0
0,3,4,4,1
1,0,0,0,0
1,0,0,0,0
43,184,26,235,46
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,3,0,1,0
16,104,12,267,21
1,0,0,0,0
7,0,0,0,0
0,0,5,0,0
0,0,0,0,1
25,52,15,75,21
0,0,0,1,0
0,1,0,0,0
0,1,1,0,0
0,0,1,0,0
1,0,0,0,0
1,0,0,0,0
60,2,0,0,0
1,0,2,0,0
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,0,1,0,0
1,0,0,0,0
0,3,0,0,0
0,0,1,0,0
0,1,0,0,0
0,2,1,1,0
0,1,0,0,0
0,0,1,1,0
0,2,1,25,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,0,5
1,1,0,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
3,0,0,0,0
0,0,0,0,1
0,0,2,0,0
52,2,0,5,1
0,1,0,0,0
0,0,0,1,1
0,0,1,1,0
0,4,2,1,0
0,1,0,0,0
0,0,0,3,0
9,0,0,0,0
0,0,0,0,3
6,42,15,10,14
0,0,2,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
19,12,4,10,52
0,26,7,1,0
1,2,0,0,3
1,0,0,0,0
0,4,1,0,0
0,0,0,1,0
1,0,0,0,0
0,123,7,19,0
0,3,0,2,1
0,0,0,1,0
1,0,0,0,0
0,0,2,0,0
0,0,0,1,0
0,3,0,0,0
0,1,0,0,0
219,1,5,0,0
0,0,1,0,0
0,0,1,0,0
6,1,0,0,0
1,1,0,0,0
0,4,0,2,0
0,2,1,1,0
0,0,1,1,0
3,16,5,13,1
0,0,0,0,1
0,0,0,1,0
3,0,0,0,0
1,0,0,0,0
0,0,0,0,2
0,6,3,0,0
3,1,0,1,0
0,0,1,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,4,1
0,0,0,1,0
0,0,0,1,0
18,15,5,14,8
35,40,30,9,20
4,0,0,0,2
0,1,0,0,0
0,0,0,25,1
0,6,0,1,1
0,0,0,1,0
0,2,0,0,0
0,0,1,0,0
0,0,0,1,0
0,0,0,3,1
0,0,0,0,1
21,296,8,37,29
0,1,0,0,0
0,0,0,6,0
1,0,0,0,0
0,0,0,1,0
0,0,9,1,0
2,0,0,0,0
0,0,0,1,0
0,0,0,2,0
0,0,0,2,0
1,1,1,0,0
2,6,5,50,18
0,3,3,0,0
0,1,3,3,0
0,0,0,1,0
1,7,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,0,1
2,6,1,0,0
3,47,33,14,5
0,3,0,0,0
0,0,0,0,1
0,0,0,3,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
2,0,0,0,0
0,2,0,0,0
1,25,14,5,2
86,284,76,188,429
3,3,0,1,0
3,0,1,0,1
2,0,0,0,1
2,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,3,0,4,0
9,31,10,54,6
0,0,0,2,0
0,1,0,0,0
0,24,4,2,1
0,0,1,0,0
0,47,13,19,83
0,1,0,0,0
1,0,3,0,0
1,0,0,0,0
0,0,0,1,0
1,3,0,3,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,2,1,1,1
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,9,1,0,17
0,0,0,0,1
4,3,0,63,1
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
1,0,2,1,0
0,0,0,1,0
0,1,1,28,6
0,3,0,1,1
1,0,0,0,0
0,0,0,1,0
0,1,0,0,1
14,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,1,0
1,0,0,0,0
0,0,1,0,0
0,0,0,2,0
0,0,0,0,3
0,0,11,0,0
0,0,0,0,1
0,0,0,0,1
0,1,0,1,1
0,1,0,0,0
0,0,0,0,1
1,1,2,0,1
0,0,0,2,0
1,0,3,0,0
0,0,0,0,1
0,0,1,0,0
0,3,0,2,0
0,0,2,0,0
0,0,0,0,1
0,0,0,1,0
0,2,0,0,0
0,0,0,0,1
0,6,2,0,25
0,0,1,0,0
18,15,1,9,23
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,0,3,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,0,0
4,0,0,0,0
1,1,0,0,0
2,1,0,2,0
0,0,0,0,3
22,94,2,67,69
0,0,0,1,0
0,1,0,1,0
0,1,0,0,0
1,0,0,0,1
1,0,0,0,0
0,0,0,1,0
6,2,3,4,1
1,1,1,0,0
14,328,17,832,256
1,0,0,0,0
2,2,4,0,0
0,0,1,0,0
0,0,0,0,1
0,0,1,0,0
0,1,2,0,0
2,28,0,1,0
0,0,0,0,1
1,17,0,6,24
0,0,0,1,0
0,1,0,0,0
0,1,7,3,0
0,0,0,0,1
0,0,0,1,0
0,0,0,0,1
29,32,3,45,72
1,3,5,0,1
1,1,1,28,1
0,0,4,0,0
0,0,1,0,0
1,6,2,4,0
0,8,1,6,0
0,0,0,0,2
0,0,0,1,0
0,0,0,0,1
0,0,0,1,0
334,682,235,533,428
0,0,0,1,0
1,0,2,0,0
0,2,6,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
7,3,1,0,0
3,0,0,0,0
0,0,2,0,0
0,1,0,1,0
2,15,0,10,2
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
1,0,0,1,1
0,1,0,0,0
0,18,1,7,0
0,0,0,2,0
0,1,0,0,0
0,3,1,0,0
0,2,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,0,0,1
1,0,0,0,0
0,1,0,1,0
2,1,0,0,14
0,0,1,0,0
0,1,0,0,0
1,0,0,1,1
1,0,14,0,0
1,0,0,1,0
2,1,5,0,0
0,0,0,1,0
0,1,0,1,0
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,1,0
10,18,1,7,0
1,0,0,0,0
0,2,0,3,1
0,0,0,2,0
0,0,0,1,0
76,1034,71,769,378
0,1,0,3,0
0,0,0,2,0
1,0,0,0,0
0,3,0,1,2
0,1,1,1,1
0,0,0,1,0
0,0,0,0,1
0,0,0,0,1
0,2,1,9,0
12,41,15,115,16
0,0,0,1,0
5,189,9,112,2
22,11,10,13,6
3,25,2,30,15
0,1,4,0,1
0,0,0,1,0
1,0,0,0,0
0,1,0,0,0
0,2,0,1,0
1,0,4,2,2
0,0,0,1,0
0,1,0,0,0
2,87,40,9,3
0,5,0,0,0
0,0,21,0,0
28,54,14,10,5
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,0,1
1,0,0,0,0
5,26,4,7,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
0,0,1,0,0
1,0,0,0,0
0,1,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,32,0
0,0,2,0,0
11,27,24,48,91
0,2,4,8,1
1,3,4,5,0
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,2,0,0,0
0,7,0,1,0
0,0,0,1,0
0,0,0,0,1
0,2,0,0,0
0,0,0,0,2
0,1,0,0,0
1,9,1,0,0
0,1,0,0,0
0,0,0,1,1
0,0,0,1,0
0,2,0,4,0
4,132,3,315,6
0,1,0,0,0
32,2,0,1,1
0,2,0,3,2
0,1,0,0,0
0,31,10,54,132
13,2,0,0,0
0,0,1,0,0
0,0,2,0,0
3,0,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,1,0,0
0,3,0,0,0
2,0,0,0,0
0,1,0,0,0
5,0,0,0,0
1,0,0,0,0
0,1,0,0,2
0,0,1,0,0
5,0,0,0,0
2,0,4,0,0
0,1,0,0,0
0,0,2,0,0
0,3,0,0,0
0,2,0,0,0
0,1,0,0,0
0,2,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
2,0,0,0,0
1,0,0,0,0
0,23,0,0,2
0,1,0,0,0
0,0,0,0,6
0,0,0,0,1
257,603,152,399,254
1,2,0,5,0
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
1,15,3,17,4
2,5,5,1,0
1,0,0,0,0
0,1,0,0,0
0,1,1,0,0
0,5,0,14,3
2,0,0,0,0
3,6,0,1,0
0,2,0,1,0
0,0,0,1,0
2,0,0,0,0
0,2,0,0,0
0,1,0,0,0
0,0,2,0,0
0,0,0,0,4
2,0,0,0,0
0,2,0,16,0
0,1,0,0,0
1,0,0,0,0
0,0,0,1,0
66,169,22,273,21
1,7,2,2,2
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,3,0,0,0
1,0,0,2,0
0,0,2,0,0
1,1,0,3,0
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,0,2,0,0
0,0,0,1,0
1,2,0,1,0
0,52,19,2,9
0,0,0,1,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
41,67,28,53,103
0,0,0,0,1
0,0,1,0,0
1,0,0,0,0
1,0,0,0,0
0,3,1,1,0
0,3,1,2,0
0,8,1,4,2
1,0,0,0,1
62,138,28,180,182
0,0,0,1,0
2,0,0,0,0
0,3,0,0,0
1,2,0,21,5
1,0,0,0,0
0,0,0,2,0
0,1,1,0,0
4,62,10,24,23
222,151,30,244,66
1,0,0,0,0
12,21,4,7,3
0,0,0,1,0
2,0,0,0,0
0,3,1,0,1
0,0,0,2,0
0,0,0,0,1
0,0,0,1,0
203,166,404,294,404
2,4,1,9,1
0,2,0,0,0
3,0,0,0,0
0,1,0,1,0
0,0,1,0,0
0,0,0,0,1
0,1,0,3,0
0,0,0,1,0
0,4,0,4,1
0,1,0,0,0
0,0,1,1,0
0,0,1,0,0
0,0,0,2,0
6,0,0,0,0
0,2,7,1,0
0,0,0,0,2
0,0,0,0,1
0,0,0,8,0
0,2,0,1,3
0,0,0,6,0
0,9,2,7,0
0,1,0,0,0
0,0,0,1,0
0,0,3,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,0,1
0,0,0,0,1
15,46,1,17,305
0,0,0,1,0
1,0,1,0,0
6,19,39,18,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
4,58,5,18,12
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
0,0,6,0,2
0,0,0,4,0
0,0,0,2,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,1,3
0,0,0,1,0
0,1,0,0,1
7,6,0,3,2
0,0,0,0,1
0,0,3,0,0
12,17,17,45,54
3,1,0,4,5
5,8,0,0,1
0,11,0,23,1
0,0,0,0,1
2,4,2,0,0
0,1,0,0,0
4,9,4,2,0
0,0,1,0,0
1,0,0,0,0
1,1,0,0,0
1,5,2,4,0
0,66,6,3,1
1,0,0,0,0
0,3,0,0,0
5,0,0,0,3
0,0,0,1,0
0,2,0,0,0
1,0,0,0,0
0,4,1,0,0
1,0,0,0,0
8,0,0,0,0
0,2,1,0,0
0,0,4,0,0
1,0,0,0,0
8,3,0,3,1
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,0,1
0,6,0,34,2
1,0,0,0,0
0,2,0,0,0
1,2,0,40,1
0,0,0,0,1
2,0,0,0,0
2,0,0,0,40
0,2,0,0,0
0,2,0,0,0
1,0,0,0,0
0,1,0,0,0
0,0,1,0,0
1,0,0,0,0
0,3,0,0,0
0,0,1,0,0
2,1,0,2,0
1,7,3,6,0
4,2,2,11,6
8,0,1,0,0
14,11,0,0,0
0,0,0,1,0
1,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,1,0,1,0
0,0,0,1,0
0,1,1,1,0
0,0,0,0,1
0,0,0,0,1
4,17,3,0,0
13,18,10,25,11
0,0,0,1,1
1,0,0,0,0
0,0,0,0,2
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,5,0,3,0
0,0,0,0,1
1,0,0,0,0
0,1,0,0,0
0,0,0,2,0
7,23,26,15,0
1,2,2,4,2
0,0,0,1,0
0,12,0,9,5
0,0,2,0,0
13,38,9,23,11
0,1,1,0,0
0,0,0,1,0
0,2,0,0,0
0,0,0,0,1
1,0,0,0,0
1,0,0,0,0
1,8,0,1,2
0,0,0,1,0
3,10,0,12,0
0,4,4,0,2
0,0,0,1,0
0,1,0,0,0
1,8,0,0,0
0,1,0,1,0
0,2,1,2,2
1,1,1,0,0
0,1,0,0,0
0,0,2,0,0
0,0,1,0,0
0,1,0,0,0
0,0,1,0,0
1,0,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
1,0,1,0,0
0,55,2,6,10
0,0,0,1,0
4,2,3,1,32
3,1,36,7,0
0,1,0,0,0
8,0,2,2,0
0,1,0,0,0
0,0,0,1,0
2,4,0,0,0
0,0,0,0,1
0,1,0,0,0
0,4,1,5,4
0,55,1,2,0
0,1,1,0,1
0,1,0,2,0
1,14,23,10,4
0,2,0,0,1
0,0,0,1,0
0,0,1,0,0
8,11,0,2,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,2
0,0,0,1,0
537,359,230,444,182
0,0,0,2,1
0,0,1,0,0
0,1,1,1,0
0,5,0,6,3
104,5,0,9,0
2,5,5,2,0
0,0,0,1,0
0,2,0,0,1
0,3,2,1,0
0,0,1,0,8
4,16,3,5,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,1,0,0
0,0,1,0,0
0,0,0,1,0
1,7,1,14,0
3,92,1,1056,20
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,0,2,0,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,1,1,0,0
0,0,2,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
41,272,29,28,29
0,1,0,0,0
12,13,3,10,3
0,3,0,1,0
0,1,0,0,0
4,33,7,1,0
0,0,6,1,0
1,0,1,0,0
0,0,1,0,0
0,3,4,0,0
2,0,0,0,0
1,0,0,0,1
0,0,0,0,1
0,0,0,2,0
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,0,1
1,0,0,1,1
4,36,0,0,0
0,0,0,1,0
0,0,0,8,0
0,22,0,17,4
0,0,1,0,0
0,0,1,0,0
0,1,0,2,0
83,0,0,0,0
0,1,0,0,0
0,2,0,0,0
19,0,0,0,0
0,3,1,1,0
21,232,60,272,176
0,0,2,1,2
0,2,0,0,0
0,1,0,0,0
0,0,0,0,1
13,0,1,3,0
0,0,0,0,1
0,1,0,0,1
0,0,0,1,0
0,0,0,1,0
0,0,0,4,4
0,1,0,2,0
6,0,0,0,0
0,0,0,1,0
15,24,5,40,9
1,0,1,0,0
0,0,0,0,2
0,0,1,0,0
1,0,0,0,0
1,0,0,0,0
6,7,2,1,0
0,0,0,0,1
0,0,1,0,0
0,0,0,1,0
2,3,0,2,1
0,0,0,3,0
0,0,0,0,4
0,1,0,0,0
1,2,0,2,1
0,0,0,1,1
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
0,3,0,0,0
1,0,0,0,0
0,2,1,0,0
0,138,0,3,0
1,0,0,0,0
0,4,0,12,0
0,0,0,1,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
2,1,1,0,0
0,1,0,0,0
0,0,0,0,1
0,0,1,0,0
5,82,15,3,0
0,4,0,26,0
0,0,0,0,1
21,0,0,0,0
7,424,16,535,292
0,0,5,0,0
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
2,1,0,1,0
0,1,0,0,0
1,0,0,0,0
5,0,0,0,0
0,5,2,1,0
97,399,65,158,99
0,3,1,4,1
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
2,1,0,0,0
96,5,24,18,30
6,18,1,20,9
0,0,5,21,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
3,0,0,0,0
0,1,0,0,0
2,8,4,3,2
0,2,1,1,0
0,0,2,0,0
1,0,0,0,0
0,1,0,0,0
7,16,4,12,22
5,17,5,13,4
1,3,1,13,2
0,6,2,0,0
0,1,0,0,0
37,0,14,2,3
0,36,0,5,0
0,1,1,1,1
3,3,1,0,3
0,1,0,0,0
1,1,0,0,0
0,0,0,1,0
0,0,0,1,0
5,0,0,0,0
7,67,9,38,37
1,2,0,7,0
0,0,0,1,0
0,0,0,2,0
0,0,1,0,0
0,2,0,1,0
0,0,0,1,0
0,0,1,0,0
0,0,0,1,0
3,2,0,1,0
0,2,0,0,0
23,74,7,54,27
0,1,0,0,0
1,1,0,0,0
4,18,2,9,16
0,0,0,0,1
1,0,0,0,0
6,19,6,26,0
1,1,0,0,0
0,1,0,0,1
1,0,0,0,0
0,4,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,7,5,6,0
232,251,131,164,71
0,2,0,0,0
0,0,3,0,0
0,0,0,0,1
1,0,0,0,0
0,1,0,0,0
0,1,0,0,1
68,1,0,0,8
0,1,1,0,0
4,1,16,2,0
1,0,0,0,0
0,2,0,0,0
0,0,1,0,5
0,1,0,0,0
0,0,0,1,0
20,2,7,8,0
0,0,1,0,0
0,0,0,1,0
11,23,18,16,7
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
1,2,0,1,0
0,1,0,0,0
0,0,0,1,0
0,0,1,0,0
1,0,0,0,0
0,5,0,7,1
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
1,1,1,3,0
0,1,0,0,0
0,4,4,21,2
0,2,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,7,0
0,0,0,0,4
0,0,4,0,0
0,0,1,0,0
1,0,0,0,0
0,0,0,0,1
3,1,1,0,0
0,3,0,0,5
0,0,1,0,0
0,1,0,0,1
0,2,1,9,0
0,3,0,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
0,1,0,0,1
0,1,0,0,0
0,6,0,0,0
0,8,0,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,1,0
0,6,0,0,2
0,0,1,0,0
0,0,0,1,0
0,0,1,1,1
0,2,0,0,0
17,4,7,7,2
2,0,0,1,1
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
0,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,0,1,0
0,3,0,2,0
0,0,0,1,0
0,1,0,0,0
1,0,0,0,0
7,18,1,20,4
1,0,0,0,0
1,0,0,0,0
0,1,1,0,0
1,0,0,0,0
0,1,0,0,0
1,4,0,0,2
1,0,0,0,0
0,2,0,0,0
0,0,0,1,0
1,0,0,0,0
1,6,2,7,4
0,0,1,0,0
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,2,0
0,0,1,0,0
0,1,0,2,0
43,0,2,2,0
0,0,0,1,1
10,25,32,21,3
0,3,0,0,0
4,0,0,0,0
0,0,0,1,0
0,0,1,0,0
0,2,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
2,0,0,0,0
4,0,0,0,0
0,1,0,0,0
0,1,0,12,1
0,1,0,0,0
0,0,0,1,0
0,5,5,4,0
0,0,0,0,1
0,0,0,1,1
0,0,1,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
0,4,0,0,0
3,10,18,1,1
2,0,0,0,0
3,24,14,27,4
0,0,1,0,0
0,0,3,0,0
0,0,0,1,0
0,2,0,1,0
1,0,0,0,0
1,4,0,9,0
2,0,0,0,0
9,7,8,5,21
0,1,0,0,0
0,1,0,0,0
2,0,0,0,0
0,0,1,0,0
1,0,0,0,0
0,0,0,0,3
0,6,0,1,3
0,0,0,1,0
1,0,2,1,4
0,0,0,0,1
0,0,1,0,0
0,0,6,0,1
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,3,0,0
0,0,0,1,0
0,1,1,0,0
0,0,0,2,0
0,0,1,0,0
3,78,7,58,16
36,99,10,58,4
0,0,1,3,0
1,0,0,3,4
0,0,0,1,2
0,0,0,0,1
0,1,1,0,0
1,0,0,0,0
0,2,0,0,0
0,0,0,0,1
5,1,4,1,0
0,8,0,5,15
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
0,1,0,0,1
1,1,0,1,0
0,2,0,0,0
3,0,0,0,0
0,3,0,0,0
0,1,0,0,0
14,20,4,27,11
0,0,1,0,0
0,8,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,10,1,0,0
0,0,0,1,0
7,0,1,5,0
0,0,0,0,1
0,0,0,2,0
0,1,0,0,0
3,16,2,0,0
14,86,49,105,46
0,0,0,1,0
6,11,1,0,1
9,26,17,12,17
1,30,7,220,11
0,7,1,0,0
0,4,0,2,0
0,0,0,0,1
0,0,0,1,0
8,29,5,16,4
0,1,2,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
109,4,4,0,1
1,1,1,0,0
0,1,0,0,0
3,14,0,0,0
7,15,9,12,2
2,0,2,0,0
0,0,0,0,2
0,0,0,1,0
0,0,0,0,1
0,0,1,0,21
1,0,0,0,0
1,0,0,0,0
62,140,37,49,11
1,2,0,0,0
0,1,0,0,0
0,0,3,4,1
0,0,0,0,1
0,1,0,0,0
0,0,0,0,2
0,2,0,0,0
0,0,1,1,1
0,0,0,0,1
0,0,0,0,1
2,3,2,5,0
0,2,0,3,21
2,0,0,0,0
2,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,3
0,0,2,0,0
1,0,0,0,0
0,2,0,3,0
1,0,0,0,1
0,0,0,0,4
5,57,1,77,18
0,0,0,0,1
0,1,0,0,0
1,0,0,0,0
0,0,7,0,0
0,1,0,1,0
0,0,0,6,0
0,1,0,1,0
1,0,0,0,0
0,1,0,1,0
0,0,0,0,1
0,0,0,0,1
0,0,2,0,0
0,0,0,2,0
0,0,0,1,0
2,0,0,0,0
1,0,0,0,0
0,2,0,3,0
0,1,27,0,0
1,1,0,0,0
0,1,0,0,0
23,0,0,3,0
1,0,0,0,0
3,2,0,0,3
0,0,0,0,12
0,0,1,0,0
0,0,1,1,0
0,1,0,0,0
0,1,0,0,0
0,1,1,0,0
0,1,0,0,0
4,18,3,12,75
0,1,0,0,0
2,0,0,0,0
0,18,0,8,2
0,2,1,0,0
0,0,0,1,0
2,3,0,6,0
6,0,0,0,0
0,1,0,0,0
4,4,6,4,28
2,5,0,2,3
0,0,0,1,0
1,0,0,0,0
1,3,5,0,0
22,13,7,13,11
0,0,1,0,0
0,0,0,0,1
0,0,1,0,0
1,0,0,0,0
0,3,2,0,0
0,1,0,0,0
0,1,0,0,0
0,3,0,0,0
0,3,0,0,3
0,0,0,0,1
0,0,0,1,0
0,1,0,1,0
0,0,0,0,5
0,0,1,1,0
0,0,0,0,1
1,0,1,1,0
0,0,0,1,0
6,0,0,0,0
0,0,1,0,0
1,5,0,0,0
0,1,0,0,0
1,0,2,1,0
116,326,86,202,92
0,0,1,0,0
0,3,0,0,0
1,0,0,0,1
24,317,47,70,86
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,4,0
0,0,1,0,0
0,3,0,1,0
1,13,0,14,2
0,0,0,1,0
0,2,0,0,0
1,2,0,0,0
0,0,1,0,0
0,0,0,1,0
1,0,0,0,0
19,5,1,2,0
1,0,0,0,0
0,0,0,0,2
0,0,0,1,0
2,0,2,3,3
1,3,2,0,0
0,3,2,2,1
3,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,2,1,0,0
0,1,0,0,0
0,0,1,0,0
3,2,3,1,0
0,0,0,1,0
1,0,0,0,0
3,2,0,5,0
0,0,1,0,0
0,0,0,2,0
3,8,4,8,9
0,5,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,0,1
1,0,0,0,0
0,0,3,0,0
0,2,0,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,8
4,2,0,0,1
0,1,0,0,0
0,1,0,0,0
